price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,zipcode,sqft_living15,sqft_lot15,sale_age,umur,rennovated,basement,viewed
360000.0,3,2.0,1930,15540,1.0,0,3,8,1260,98155,1900,12123,56,56,0,1,0
260000.0,3,1.0,1200,6615,1.0,0,4,7,1200,98106,1230,6615,61,61,0,0,0
369000.0,3,2.0,1550,8509,1.0,0,3,7,1150,98106,1840,7620,55,55,0,1,0
275000.0,4,2.0,2180,11132,1.0,0,4,8,1620,98023,1950,13801,36,36,0,1,0
407000.0,3,2.0,1430,1448,3.0,0,3,8,1430,98103,1430,1383,9,9,0,0,0
575000.0,2,1.0,1230,5418,1.0,0,3,8,990,98117,1330,5074,66,66,0,1,0
1236000.0,3,1.0,1670,3852,2.0,0,4,8,1670,98119,2320,4572,87,87,0,0,1
875000.0,2,2.0,2720,4913,1.0,0,4,8,1700,98199,2520,5303,79,79,0,1,1
320000.0,4,1.0,2220,6811,1.0,0,4,7,1270,98056,1800,7350,53,53,0,1,0
810000.0,3,1.0,1520,9041,1.0,0,4,7,1520,98004,3260,10020,60,60,0,0,0
274000.0,3,1.0,1590,7620,1.0,0,4,7,1090,98038,1590,7620,31,31,0,1,0
239900.0,4,1.0,1480,9523,1.0,0,3,7,1120,98030,1590,8300,55,55,0,1,0
450000.0,4,1.0,1860,7808,1.0,0,3,7,1080,98125,1530,7884,61,61,0,1,0
263400.0,4,2.0,1360,60548,1.0,0,3,6,960,98001,1930,28800,54,54,0,1,0
265000.0,3,1.0,1360,5967,1.0,0,3,6,1360,98178,1360,6052,61,61,0,0,0
418000.0,4,3.0,2360,6250,1.0,0,3,7,1460,98118,2500,6250,54,54,0,1,1
390000.0,3,2.0,2360,5737,2.0,0,3,8,2360,98028,1600,9163,11,11,0,0,0
430000.0,3,2.0,1860,7500,1.0,0,3,7,930,98106,1000,5000,65,106,1,1,0
1442500.0,3,2.0,2630,9705,2.5,0,4,8,2630,98052,2640,14284,28,28,0,0,1
297000.0,2,1.0,1280,37373,1.0,0,4,7,1280,98022,2180,48351,18,18,0,0,0
650000.0,4,2.0,2330,7220,2.0,0,3,8,1600,98177,2220,9100,27,27,0,1,1
195000.0,2,1.0,720,18000,1.0,0,3,6,720,98178,1250,7925,64,64,0,0,0
554000.0,3,3.0,3380,108900,2.0,0,3,9,2700,98058,2250,130680,15,15,0,1,0
550000.0,3,2.0,3650,843309,2.0,0,4,7,3650,98070,1870,273992,23,23,0,0,0
700000.0,3,1.0,1640,4590,1.5,0,5,7,1640,98115,1760,5100,64,64,0,0,0
300000.0,4,1.0,1730,177657,1.5,0,3,5,1730,98065,1400,45175,66,66,0,0,0
315000.0,2,1.0,1030,8576,1.5,0,5,6,1030,98155,1310,8504,62,62,0,0,0
603000.0,3,1.0,1790,5250,1.0,0,3,7,1400,98105,1790,5250,71,71,0,1,0
530000.0,2,1.0,840,3400,1.0,0,4,7,840,98119,2000,4000,90,90,0,0,1
397500.0,3,1.0,1300,8480,1.0,0,3,7,1300,98052,1740,7280,45,45,0,0,0
221000.0,3,1.0,1240,5250,1.5,0,4,6,1240,98055,1240,5250,111,111,0,0,0
466000.0,4,2.0,2170,8050,1.0,0,3,7,1220,98072,1820,7700,38,38,0,1,0
197500.0,3,1.0,1330,5412,2.0,0,5,7,1330,98022,1710,10825,109,109,0,0,0
280000.0,3,3.0,1390,1080,2.0,0,3,7,1140,98118,1450,1461,9,9,0,1,0
412000.0,2,1.0,1240,3873,1.0,0,4,6,860,98116,1240,4336,105,105,0,1,0
454000.0,2,1.0,880,6731,1.0,0,4,7,880,98116,1240,6731,64,64,0,0,0
540000.0,4,2.0,2540,228254,1.0,0,3,8,1450,98019,1780,59241,24,24,0,1,0
250000.0,5,1.0,2520,5753,1.5,0,4,7,1510,98022,1620,6875,86,86,0,1,0
900000.0,5,2.0,2510,35691,1.0,0,3,9,2510,98005,3160,35037,48,48,0,0,0
245000.0,5,1.0,2020,7902,1.0,0,3,7,1220,98168,2220,8819,52,52,0,1,0
290000.0,3,1.0,2060,7251,1.0,0,3,7,1350,98030,1520,7582,27,27,0,1,0
160000.0,2,1.0,930,7742,1.0,0,3,6,930,98168,2240,8723,82,82,0,0,0
1260000.0,2,1.0,2700,7225,1.5,0,3,8,1660,98116,2970,5150,7,105,1,1,1
325000.0,2,1.0,1060,6050,1.0,0,3,7,940,98125,1540,5279,76,76,0,1,0
185000.0,2,1.0,670,6750,1.0,0,4,5,670,98188,1700,11520,68,68,0,0,0
477000.0,3,2.0,1750,4990,1.0,0,3,7,950,98107,1700,5000,98,98,0,1,0
100000.0,2,1.0,930,7623,1.0,0,2,6,930,98166,1300,7641,72,72,0,0,0
345000.0,4,2.0,2420,11481,1.0,0,3,8,1370,98003,2290,8985,30,30,0,1,0
530000.0,4,2.0,2410,14985,1.0,0,4,7,1950,98166,2510,15256,50,50,0,1,1
203000.0,3,1.0,1150,7156,1.0,0,4,6,1150,98168,1210,7156,61,61,0,0,0
599000.0,4,2.0,2480,5000,2.0,0,3,7,2480,98053,2410,5000,10,10,0,0,0
370000.0,4,1.0,1310,6000,1.5,0,3,7,1310,98144,1630,6000,74,74,0,0,0
140000.0,3,1.0,1240,8000,1.0,0,4,6,1040,98198,1240,8000,61,61,0,1,0
500000.0,3,1.0,1150,5100,2.0,0,3,8,1150,98136,1440,5100,9,103,1,0,0
527200.0,3,1.0,1460,4000,1.0,0,4,7,730,98144,1360,4000,86,86,0,1,1
549900.0,5,2.0,3060,7015,1.0,0,5,8,1600,98146,2190,7600,35,35,0,1,0
760000.0,4,2.0,3520,8095,2.0,0,3,9,3520,98052,2460,4676,9,9,0,0,0
319000.0,2,1.0,960,4400,1.0,0,4,7,960,98118,1520,5000,63,63,0,0,0
362300.0,3,2.0,2430,15264,2.0,0,3,8,2430,98030,2260,10416,17,17,0,0,0
421000.0,3,2.0,1930,4505,1.0,0,4,7,1440,98198,1550,4505,42,42,0,1,1
690000.0,3,1.0,1090,4000,1.5,0,4,7,1090,98117,1520,4000,70,70,0,0,0
640000.0,3,2.0,2790,31798,1.0,0,5,8,1650,98027,1400,14849,61,61,0,1,0
238000.0,4,1.0,1650,6900,1.0,0,3,7,910,98002,1540,7645,21,36,1,1,0
789000.0,3,3.0,3740,39640,2.0,0,3,10,3740,98070,2930,26136,23,23,0,0,1
1050000.0,6,4.0,5310,12741,2.0,0,3,10,3600,98040,4190,12632,48,48,0,1,1
302500.0,3,2.0,1690,4476,2.0,0,3,7,1690,98042,2250,4488,7,7,0,0,0
259950.0,4,1.0,1400,7920,1.0,0,3,7,1400,98058,1910,7700,52,52,0,0,0
456000.0,3,1.0,1440,28516,1.0,0,4,7,1440,98075,2080,27049,39,39,0,0,0
369950.0,3,2.0,1360,3718,2.0,0,3,7,1360,98052,1090,3718,27,27,0,0,0
363750.0,3,1.0,1726,197326,2.0,0,4,7,1726,98070,2114,99316,32,32,0,0,0
585000.0,3,1.0,2220,216493,1.0,0,3,8,2220,98014,2900,169884,25,25,0,0,1
268000.0,3,2.0,1850,6676,2.0,0,3,7,1850,98023,1700,6663,28,28,0,0,0
1200000.0,5,2.0,2860,4000,2.0,0,4,8,2160,98102,1340,1224,104,104,0,1,0
345000.0,3,1.0,1120,10176,1.0,0,3,6,920,98118,1350,7500,109,109,0,1,0
539000.0,4,2.0,2340,19850,2.0,0,3,9,2340,98155,1930,15439,22,22,0,0,0
851000.0,5,3.0,3760,9792,2.0,0,3,9,2550,98006,2960,16500,30,30,0,1,0
900000.0,3,2.0,1920,7200,2.0,0,3,10,1780,98116,2080,5000,18,18,0,1,1
850000.0,3,2.0,3230,5000,2.0,0,5,8,2430,98117,1820,5000,69,69,0,1,1
390000.0,3,1.0,1260,6500,1.0,0,4,7,1260,98008,1500,7700,48,48,0,0,0
345000.0,3,1.0,1540,6909,1.0,0,4,7,920,98155,1130,6908,59,59,0,1,0
534500.0,3,2.0,1700,3150,2.0,0,3,8,1700,98029,1700,3600,9,9,0,0,0
643500.0,6,5.0,3600,3960,2.0,0,3,7,2400,98126,1450,4600,43,43,0,1,0
1206500.0,3,2.0,3150,5520,1.5,0,4,8,2130,98112,3160,6200,90,90,0,1,0
495000.0,2,1.0,1280,4000,1.0,0,4,7,730,98116,2250,5382,86,86,0,1,0
535000.0,2,1.0,980,4120,1.0,0,3,7,830,98115,1760,4120,0,64,1,1,0
435000.0,4,2.0,2190,6578,2.0,0,3,7,2190,98065,2190,5416,10,10,0,0,0
305000.0,4,2.0,2470,1831,2.0,0,3,7,1970,98166,1310,7500,5,5,0,1,0
799000.0,4,2.0,2590,7910,2.0,0,3,9,2590,98115,1700,7488,13,13,0,0,0
700000.0,4,2.0,2580,15031,2.0,0,3,9,2580,98052,3030,10361,15,15,0,0,0
467000.0,3,2.0,1270,1213,2.0,0,3,8,1040,98107,1410,1265,9,9,0,1,0
263000.0,3,1.0,1250,7560,1.0,0,3,6,1250,98058,1270,7615,56,56,0,0,0
760000.0,4,2.0,4660,7157,2.0,0,3,9,3020,98059,3300,7047,11,11,0,1,0
293000.0,4,2.0,2019,4435,2.0,0,3,8,2019,98022,1950,4800,7,7,0,0,1
245000.0,3,2.0,1490,7929,1.0,0,3,7,1490,98002,1650,7929,25,25,0,0,0
181000.0,2,1.0,1560,10807,1.0,0,2,7,1560,98070,1660,196591,65,65,0,0,0
240000.0,3,1.0,1030,15264,1.0,0,4,7,1030,98056,1430,14840,53,53,0,0,0
880000.0,4,2.0,2560,7961,1.0,0,4,8,1450,98033,2500,9009,39,39,0,1,1
285000.0,3,2.0,1460,6377,1.0,0,3,7,1460,98038,1600,6250,19,19,0,0,0
407500.0,2,1.0,770,6017,1.0,0,3,7,770,98125,1670,7500,65,65,0,0,0
325000.0,4,2.0,1960,3543,2.0,0,3,7,1960,98056,2420,3646,10,10,0,0,0
405000.0,3,1.0,1900,10454,1.0,0,3,7,1390,98155,2000,12000,36,36,0,1,0
291700.0,3,2.0,1970,4120,1.5,0,3,6,1230,98106,1470,4080,88,88,0,1,0
370000.0,3,2.0,2490,18525,2.0,0,3,8,2490,98022,1850,9516,19,19,0,0,1
270000.0,3,1.0,1430,8960,1.0,0,4,6,1430,98166,1560,10125,61,61,0,0,0
800000.0,4,2.0,2680,7200,1.0,0,3,8,1380,98033,1950,8520,1,62,1,1,0
626500.0,3,1.0,1610,3210,1.0,0,5,7,910,98103,1420,3210,86,86,0,1,0
1130000.0,4,3.0,4300,8406,2.0,0,3,11,3580,98040,2770,10006,27,27,0,1,1
399950.0,4,2.0,3200,7545,2.0,0,3,7,3200,98038,2840,7137,11,11,0,0,0
419000.0,3,1.0,2140,15030,1.0,0,4,7,1570,98166,2170,15030,56,56,0,1,0
1160000.0,4,2.0,4240,43995,2.0,0,3,10,4240,98075,3720,59522,25,25,0,0,0
1405000.0,4,3.0,3410,10769,2.0,0,3,10,3410,98004,2650,10058,6,6,0,0,0
710000.0,4,2.0,2090,8064,2.0,0,5,7,2090,98033,1460,8400,47,47,0,0,0
650000.0,3,1.0,1410,4840,1.0,0,4,6,1230,98033,1410,5400,73,73,0,1,1
369900.0,4,2.0,2820,33750,2.0,0,4,9,2820,98072,2510,36180,31,31,0,0,0
641000.0,4,2.0,2770,63118,2.0,0,3,9,2770,98014,2770,44224,17,17,0,0,0
403000.0,3,1.0,1400,6879,1.0,0,3,7,1400,98155,1950,7400,64,64,0,0,0
1015000.0,3,3.0,3620,4000,2.0,0,3,10,2730,98199,1910,5000,9,9,0,1,0
865000.0,4,2.0,2260,13600,1.0,0,4,8,1770,98040,2630,13995,40,40,0,1,0
2485000.0,4,2.0,3440,23954,1.5,1,5,10,2260,98040,4230,18723,83,83,0,1,1
810000.0,4,1.0,2150,3588,2.0,0,4,8,1850,98126,1950,3588,88,88,0,1,1
316750.0,3,2.0,1256,1154,3.0,0,3,7,1256,98125,1309,1232,9,9,0,0,0
652500.0,4,2.0,2220,130244,2.0,0,3,8,2220,98027,2680,130680,25,25,0,0,0
360000.0,6,2.0,2850,15240,1.0,0,3,7,1850,98106,2090,7620,53,53,0,1,0
208000.0,2,1.0,700,5100,1.0,0,4,5,700,98056,970,5811,62,62,0,0,0
898000.0,4,2.0,3700,63991,2.0,0,3,10,3700,98077,3210,47215,23,23,0,0,0
295000.0,4,1.0,1400,11934,1.0,0,3,7,1050,98028,2080,10400,54,54,0,1,0
652500.0,4,1.0,3130,18253,2.0,0,3,7,3130,98133,1850,12220,37,37,0,0,0
560000.0,4,3.0,2170,5764,2.0,0,3,8,2170,98029,2010,5681,22,22,0,0,0
280000.0,3,1.0,1020,8400,1.0,0,4,7,1020,98056,1690,8030,58,58,0,0,0
289950.0,3,2.0,1760,8584,1.5,0,5,7,1760,98148,2160,8584,77,77,0,0,0
397500.0,3,2.0,1860,44093,1.0,0,3,7,1860,98055,1900,6130,37,37,0,0,0
380000.0,2,1.0,1140,75132,1.0,0,3,7,1140,98077,2570,35200,59,59,0,0,0
415900.0,3,2.0,1670,22703,1.0,0,3,7,1310,98045,1510,16817,26,26,0,1,0
475000.0,2,1.0,1710,8645,1.0,0,4,7,1510,98115,1280,5366,91,91,0,1,0
125000.0,1,1.0,500,7440,1.0,0,1,5,500,98106,1350,7440,86,86,0,0,0
238000.0,3,1.0,1470,32670,1.0,0,3,7,1020,98042,2640,24100,56,56,0,1,0
296000.0,4,1.0,1370,9750,1.0,0,3,7,1070,98168,1540,9789,61,61,0,1,0
475000.0,6,3.0,3470,117612,1.5,0,3,7,3470,98028,2120,17100,90,90,0,0,0
390000.0,3,2.0,1650,6250,1.5,0,3,7,1650,98116,2060,6250,105,105,0,0,0
425000.0,3,1.0,1180,3750,1.0,0,3,6,1030,98116,1280,3750,74,74,0,1,0
725000.0,6,3.0,3110,5000,1.5,0,5,7,1810,98103,1600,4000,93,93,0,1,0
605000.0,3,2.0,2080,12134,1.0,0,4,8,1530,98052,2320,12400,41,41,0,1,0
302000.0,3,1.0,1600,1950,2.0,0,2,7,1600,98122,1310,1138,108,108,0,0,0
886000.0,3,2.0,2380,6000,2.0,0,5,9,1650,98199,2000,6000,84,84,0,1,0
540000.0,4,1.0,1630,6120,1.0,0,5,7,980,98115,1630,4080,96,96,0,1,0
435000.0,4,2.0,1910,8400,2.0,0,3,7,1910,98072,1910,8400,40,40,0,0,0
409000.0,4,3.0,3140,10752,2.0,0,3,7,2300,98146,1300,9920,22,22,0,1,0
405000.0,3,1.0,1250,7280,1.0,0,3,7,1250,98052,1690,7280,40,40,0,0,0
560200.0,3,2.0,1990,3984,2.0,0,3,8,1990,98075,2320,3984,10,10,0,0,0
324000.0,4,1.0,2110,7208,1.0,0,3,8,1170,98058,1820,7208,39,39,0,1,0
390000.0,4,2.0,2490,8290,2.0,0,3,9,2490,98092,2690,7008,15,15,0,0,0
414000.0,2,1.0,800,5000,1.0,0,3,6,800,98055,1220,5000,77,77,0,0,0
441500.0,3,2.0,2360,4670,2.0,0,3,7,2360,98065,2420,5620,16,16,0,0,0
375000.0,3,2.0,1770,5146,2.0,0,3,7,1770,98106,1230,5160,23,23,0,0,0
668500.0,4,2.0,2710,5500,2.0,0,3,9,2710,98074,2710,6242,15,15,0,0,0
540000.0,5,1.0,1940,10202,1.5,0,4,7,1940,98125,1900,8000,74,74,0,0,0
1035000.0,4,3.0,3450,11240,2.0,0,4,10,2430,98166,2412,19499,13,54,1,1,1
1345000.0,4,3.0,3440,4920,2.0,0,3,10,2520,98116,2350,5166,1,1,0,1,1
758000.0,4,2.0,2410,9549,1.0,0,4,7,1780,98033,2090,9549,58,58,0,1,0
949880.0,4,2.0,2290,10687,2.0,0,3,9,2290,98004,2290,10300,36,36,0,0,0
570000.0,3,1.0,1030,4089,1.5,0,3,7,1030,98116,1440,4917,88,88,0,0,0
736000.0,4,2.0,2290,12047,2.0,0,4,9,2290,98006,3130,15666,26,26,0,0,0
670000.0,3,1.0,1490,4400,1.5,0,4,7,1490,98122,1560,4400,108,108,0,0,0
1130000.0,4,1.0,2370,8400,1.0,0,5,9,1270,98105,2370,8400,66,66,0,1,0
650000.0,4,2.0,1930,3976,1.5,0,4,8,1930,98122,1470,4080,100,100,0,0,0
690000.0,2,1.0,1600,4000,1.0,0,5,7,850,98112,1860,4000,96,96,0,1,0
610000.0,4,2.0,2240,45738,2.0,0,3,7,2240,98053,3180,45738,27,27,0,0,0
413500.0,2,1.0,770,4000,1.0,0,5,5,770,98117,1420,5040,90,90,0,0,0
765000.0,3,2.0,2300,9752,2.0,0,3,8,2300,98075,2640,10764,12,47,1,0,1
828200.0,4,2.0,3400,7081,2.0,0,3,9,3400,98006,3060,7081,13,13,0,0,0
205000.0,2,1.0,900,4397,1.0,0,3,6,900,98055,1430,4500,96,96,0,0,0
465000.0,3,2.0,1450,5175,1.0,0,3,8,1030,98133,1740,9250,19,19,0,1,0
556000.0,4,2.0,2240,5402,2.0,0,3,8,2240,98133,2240,7560,10,10,0,0,0
540000.0,4,2.0,1780,4169,2.0,0,3,8,1780,98029,1830,4164,20,20,0,0,0
423000.0,4,2.0,2320,4254,2.0,0,3,8,2320,98059,2330,4602,10,10,0,0,0
375000.0,3,1.0,1590,14766,1.0,0,3,8,1590,98007,2040,10190,52,52,0,0,0
173250.0,3,1.0,990,12696,1.5,0,3,7,990,98168,1260,8937,78,78,0,0,0
599900.0,3,1.0,2605,12030,1.0,0,3,8,1355,98019,1590,15242,12,12,0,1,0
646000.0,5,2.0,2870,4461,1.0,0,3,7,1650,98107,1890,4196,38,38,0,1,0
1075000.0,5,4.0,5180,17811,2.0,0,3,11,4070,98065,3960,15103,13,13,0,1,1
558000.0,4,2.0,2180,3870,1.0,0,3,7,1020,98122,1520,2580,114,114,0,1,0
354000.0,2,1.0,850,5225,1.0,0,3,7,850,98126,1230,5225,65,65,0,0,0
1195000.0,4,4.0,4050,9517,2.0,0,3,11,3360,98040,3330,9436,25,25,0,1,0
670000.0,4,2.0,2250,4200,1.5,0,3,7,1650,98122,1200,3360,106,106,0,1,0
1125000.0,6,4.0,3100,9378,3.0,0,3,11,3100,98112,3270,6334,36,36,0,0,1
267500.0,2,1.0,1747,12250,2.5,0,4,6,1747,98001,1620,10300,66,66,0,0,0
299800.0,4,2.0,2410,4708,2.0,0,3,8,2410,98092,2517,5290,13,13,0,0,0
430000.0,4,1.0,2070,9120,1.0,0,4,7,1250,98008,1650,8400,57,57,0,1,0
775000.0,5,1.0,1860,3040,1.5,0,3,7,1530,98103,1910,3600,94,94,0,1,0
333000.0,3,1.0,950,5214,1.0,0,3,7,830,98126,1490,7636,71,71,0,1,0
336000.0,3,2.0,1060,11765,1.0,0,4,6,1060,98125,1500,9151,64,64,0,0,0
323000.0,2,1.0,880,1712,2.0,0,4,7,880,98199,1360,1748,70,70,0,0,0
575000.0,4,2.0,2550,56628,2.0,0,3,9,2550,98027,1870,56628,13,13,0,0,0
328000.0,2,2.0,1550,2079,2.0,0,3,8,1550,98106,1420,1977,6,6,0,0,0
572500.0,3,1.0,1590,4600,1.5,0,4,7,1290,98117,1770,4350,88,88,0,1,0
600000.0,3,1.0,1650,5100,1.0,0,5,7,1040,98115,1540,5100,106,106,0,1,0
412000.0,4,3.0,2430,7242,2.0,0,3,8,2430,98038,2430,7242,12,12,0,0,0
827500.0,3,2.0,1810,7200,1.0,0,5,7,1310,98033,2050,7200,54,54,0,1,0
300000.0,4,2.0,2890,17349,2.0,0,3,8,2890,98023,2330,22356,21,21,0,0,0
415000.0,3,2.0,1280,5040,2.0,0,4,7,1280,98118,1500,5040,29,29,0,0,0
750000.0,7,2.0,3410,4056,1.5,0,4,8,2130,98102,2510,4056,108,108,0,1,0
800000.0,3,2.0,2220,4000,2.0,0,3,8,1700,98122,1800,4000,14,100,1,1,0
420000.0,3,1.0,1060,6000,1.0,0,3,8,1060,98118,1240,7874,61,61,0,0,0
266000.0,3,1.0,1120,8250,1.0,0,4,7,1120,98056,1320,8400,57,57,0,0,0
499000.0,4,2.0,2680,10590,2.0,0,3,8,2680,98019,2330,5566,10,10,0,0,0
440000.0,4,1.0,1770,5750,2.0,0,3,7,1770,98116,970,5750,67,67,0,0,0
495000.0,3,2.0,2950,12196,2.0,0,4,7,2310,98166,2320,19844,96,96,0,1,0
630000.0,2,1.0,1260,5300,1.0,0,4,7,840,98103,1280,3000,64,64,0,1,0
424000.0,3,1.0,1430,6818,1.0,0,5,7,1430,98034,1480,7210,42,42,0,0,0
760000.0,4,2.0,2730,36183,2.0,0,3,9,2730,98052,2710,5964,28,28,0,0,0
650000.0,4,3.0,3270,15704,2.0,0,3,9,2110,98074,3020,8582,24,24,0,1,0
248500.0,4,1.0,1720,10018,1.0,0,5,7,1720,98042,1220,10018,54,54,0,0,0
379600.0,3,1.0,1270,12420,1.0,0,4,7,1270,98056,1560,9910,53,53,0,0,0
538000.0,4,2.0,3260,10032,1.0,0,3,8,1960,98125,1802,7249,36,36,0,1,0
530000.0,4,2.0,2050,6360,2.0,0,3,8,2050,98029,2070,7541,26,26,0,0,0
545000.0,4,2.0,2050,9720,2.0,0,3,8,2050,98008,2310,9680,48,48,0,0,0
925000.0,4,3.0,3580,35261,1.5,0,3,10,3580,98072,3540,36750,29,29,0,0,0
565000.0,4,2.0,1960,48787,1.5,0,4,9,1960,98072,1970,36425,31,31,0,0,0
405100.0,2,1.0,840,3522,1.0,0,3,6,840,98199,1390,4800,67,67,0,0,0
502000.0,3,1.0,1300,8800,1.0,0,4,8,1300,98008,1350,8800,51,51,0,0,0
425000.0,3,2.0,1260,3000,2.0,0,3,7,1260,98029,1630,3042,11,11,0,0,0
233500.0,3,2.0,1650,2958,2.0,0,3,7,1650,98031,1510,3788,29,29,0,0,0
287000.0,3,2.0,1710,10341,2.0,0,3,7,1710,98030,1830,9358,29,29,0,0,1
190000.0,3,1.0,1180,8775,1.0,0,3,7,1180,98002,1300,8100,49,49,0,0,0
666000.0,3,2.0,2780,31510,2.0,0,3,8,2780,98053,2890,36400,35,35,0,0,0
330000.0,2,1.0,950,3090,1.0,0,4,6,950,98118,1230,4120,105,105,0,0,0
1490000.0,5,3.0,3620,7821,2.0,0,3,10,2790,98040,2690,9757,4,56,1,1,1
393000.0,3,2.0,2140,10256,2.0,0,3,8,2140,98038,2040,11717,27,27,0,0,0
353000.0,4,2.0,1920,4627,1.0,0,3,8,1010,98178,1910,7210,16,16,0,1,0
260000.0,2,1.0,750,6720,1.0,0,3,6,750,98108,920,6720,98,98,0,0,0
680000.0,3,2.0,2060,2551,2.0,0,3,8,1900,98005,2060,2936,13,13,0,1,0
921000.0,3,2.0,2380,11200,1.0,0,4,8,2380,98004,2010,11200,51,51,0,0,0
319000.0,2,1.0,750,6380,1.0,0,3,7,750,98125,1690,6495,65,65,0,0,0
280000.0,3,1.0,1160,10881,1.0,0,2,7,920,98074,1280,10843,32,32,0,1,0
220000.0,3,1.0,1050,6300,1.0,0,3,6,1050,98146,740,6300,72,72,0,0,0
219000.0,3,1.0,1740,5200,1.0,0,4,7,1060,98042,1540,5200,38,38,0,1,0
528000.0,4,2.0,2050,7171,1.0,0,3,8,1540,98074,1960,7110,26,26,0,1,0
405000.0,3,1.0,1980,8100,1.0,0,4,7,1310,98133,1450,8212,65,65,0,1,0
372977.0,3,2.0,1690,1618,2.0,0,3,8,1150,98029,1690,1618,0,0,0,1,0
934550.0,4,3.0,2320,5900,1.5,0,4,9,2320,98144,2320,6240,105,105,0,0,1
1465000.0,3,1.0,2480,9900,2.0,0,3,10,2130,98177,2860,9288,75,75,0,1,1
975000.0,4,2.0,2290,5350,2.0,0,4,9,2120,98199,2910,5350,56,56,0,1,0
800866.0,5,2.0,3180,13806,2.0,0,4,10,3180,98033,3180,13798,24,24,0,0,0
950000.0,7,3.0,3470,16264,2.0,0,4,9,3470,98007,3040,13500,35,35,0,0,0
624000.0,4,3.0,1540,4140,1.5,0,5,7,1540,98107,1460,5000,112,112,0,0,0
1850000.0,5,2.0,2800,8442,2.0,1,3,9,2800,98075,3220,9156,13,51,1,0,1
310000.0,3,1.0,1050,9876,1.0,0,3,7,1050,98028,1760,9403,61,61,0,0,0
315000.0,3,1.0,1480,6800,1.0,0,4,7,1480,98055,1500,7900,46,46,0,0,0
675000.0,3,2.0,1010,5973,1.0,0,5,6,1010,98033,1920,6015,72,72,0,0,0
490000.0,3,1.0,1660,8208,1.0,0,4,8,1660,98005,2210,11000,49,49,0,0,0
600000.0,5,2.0,2760,6350,1.0,0,3,7,1380,98126,2060,6342,57,57,0,1,0
154000.0,2,1.0,1040,20524,1.0,0,3,6,1040,98014,1880,38996,25,65,1,0,1
480000.0,4,1.0,2220,6500,2.0,0,4,8,2220,98166,2430,11600,50,50,0,0,1
196900.0,3,1.0,1270,7500,1.0,0,3,6,1270,98198,1250,8000,61,61,0,0,0
735000.0,3,3.0,2960,39370,2.0,0,3,10,2960,98011,2960,56628,25,25,0,0,0
205500.0,3,2.0,1330,8748,1.0,0,3,7,1330,98003,1510,8584,29,29,0,0,0
357186.0,2,1.0,1210,1040,2.0,0,3,8,1210,98029,1210,1090,0,0,0,0,0
275000.0,4,2.0,2120,6754,2.0,0,3,7,2120,98030,2120,6937,17,17,0,0,0
248500.0,3,1.0,2090,12026,1.0,0,4,7,2090,98002,1700,9496,66,66,0,0,0
350000.0,3,2.0,2680,7836,2.0,0,3,8,2680,98092,2340,8040,5,24,1,0,0
390000.0,4,2.0,1790,47250,1.0,0,3,7,1220,98045,1250,43791,27,27,0,1,0
390000.0,3,2.0,1950,12240,1.0,0,3,7,1250,98028,1880,12000,58,58,0,1,0
660000.0,5,2.0,3740,14913,1.5,0,4,9,3740,98074,2180,7600,36,36,0,0,0
310000.0,3,1.0,1140,8263,1.0,0,5,7,1140,98155,1140,6770,64,64,0,0,0
717000.0,3,2.0,2480,5137,2.0,0,3,9,2480,98052,2480,6023,14,14,0,0,0
260000.0,5,2.0,2580,11250,1.0,0,3,7,1410,98198,2240,11780,50,50,0,1,0
745000.0,3,2.0,2290,5001,1.0,0,4,7,1490,98103,1230,5001,55,55,0,1,0
470000.0,4,2.0,2320,12042,1.0,0,4,7,1320,98072,2160,7054,40,40,0,1,0
429000.0,3,2.0,2530,8820,2.0,0,3,8,2530,98031,2340,9472,18,18,0,0,0
220000.0,4,2.0,1400,7140,1.0,0,3,7,1400,98155,1610,10500,46,46,0,0,0
497000.0,3,3.0,2060,1850,2.0,0,3,8,1400,98119,1910,2951,7,7,0,1,0
716100.0,3,1.0,1640,4000,1.5,0,5,7,1640,98103,2140,4000,105,105,0,0,0
371000.0,4,1.0,1960,94525,1.5,0,3,6,1960,98027,2430,188564,35,35,0,0,0
379000.0,5,2.0,3000,25175,1.0,0,4,7,1500,98027,2170,40523,53,53,0,1,0
937500.0,3,1.0,1320,8500,1.0,0,4,7,1320,98039,2790,10800,61,61,0,0,0
720000.0,4,2.0,1760,4500,1.5,0,5,7,1760,98103,1740,4220,108,108,0,0,0
616000.0,3,3.0,2130,2306,2.0,0,5,7,1420,98136,1560,4500,91,91,0,1,1
259000.0,3,2.0,1390,7120,1.0,0,3,7,1390,98030,1530,7688,27,27,0,0,0
538000.0,3,1.0,1400,3825,1.5,0,4,6,1100,98117,1720,5100,110,110,0,1,0
605000.0,3,2.0,3230,9576,1.5,0,4,8,3230,98034,2820,9576,49,49,0,0,0
369950.0,3,1.0,1110,7603,1.0,0,3,7,1110,98034,1260,8094,47,47,0,0,0
310000.0,3,2.0,1670,4220,2.0,0,3,7,1670,98038,1670,4238,13,13,0,0,0
227500.0,3,1.0,1540,9450,1.0,0,4,7,1540,98198,1210,9450,55,55,0,0,0
274000.0,4,2.0,2090,7400,1.0,0,3,9,1670,98023,2260,8000,41,41,0,1,0
